City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Grand-Santi,GF,2022-05-17 13:11:20,4.25,-54.3833,81.03,81,100,3.51,overcast clouds
231,Fairbanks,US,2022-05-17 13:10:02,64.8378,-147.7164,37.09,88,75,0.0,broken clouds
232,Tuatapere,NZ,2022-05-17 13:11:21,-46.1333,167.6833,47.17,89,56,5.55,broken clouds
233,Abu Samrah,SY,2022-05-17 13:11:21,35.3029,37.1841,84.4,24,1,15.05,clear sky
234,Sao Filipe,CV,2022-05-17 13:11:22,14.8961,-24.4956,81.61,53,50,8.5,scattered clouds
235,Bay City,US,2022-05-17 13:11:22,43.5945,-83.8889,53.92,64,0,10.36,clear sky
236,Hammerfest,NO,2022-05-17 13:11:22,70.6634,23.6821,36.05,93,100,18.41,light intensity drizzle
237,Dolinsk,RU,2022-05-17 13:11:23,47.35,142.8,45.63,91,0,8.43,clear sky
238,Lebedinyy,RU,2022-05-17 13:11:23,58.5167,125.5167,29.91,92,64,8.68,broken clouds
239,Bouna,CI,2022-05-17 13:11:23,9.2667,-3.0,103.15,25,98,4.54,overcast clouds
240,Acarau,BR,2022-05-17 13:11:24,-2.8856,-40.12,83.77,72,70,13.31,broken clouds
241,Airai,TL,2022-05-17 13:11:24,-8.9266,125.4092,60.75,90,97,2.66,overcast clouds
242,Ko Samui,TH,2022-05-17 13:11:28,9.5357,99.9357,83.53,75,100,10.98,overcast clouds
243,Atar,MR,2022-05-17 13:11:29,20.5169,-13.0499,106.72,7,45,15.17,scattered clouds
244,Shellbrook,CA,2022-05-17 13:11:29,53.2168,-106.4011,42.24,89,100,10.51,overcast clouds
245,Thung Song,TH,2022-05-17 13:11:29,8.1645,99.6804,76.84,95,100,3.56,light rain
246,Sibolga,ID,2022-05-17 13:11:30,1.7427,98.7792,78.3,82,100,3.49,overcast clouds
247,Longyearbyen,SJ,2022-05-17 13:11:30,78.2186,15.6401,30.04,69,75,6.91,broken clouds
248,Schramberg,DE,2022-05-17 13:11:31,48.224,8.3858,77.65,50,100,4.07,overcast clouds
249,Isangel,VU,2022-05-17 13:11:31,-19.55,169.2667,76.24,81,87,13.44,overcast clouds
250,Pacific Grove,US,2022-05-17 13:11:31,36.6177,-121.9166,53.28,89,37,5.01,scattered clouds
251,Kapit,MY,2022-05-17 13:11:32,2.0167,112.9333,76.42,88,100,1.88,overcast clouds
252,Redlands,US,2022-05-17 13:11:32,34.0556,-117.1825,63.93,84,75,6.91,broken clouds
253,Concordia,AR,2022-05-17 13:11:32,-31.393,-58.0209,50.07,87,100,16.11,overcast clouds
254,Okhotsk,RU,2022-05-17 13:11:33,59.3833,143.3,32.49,98,100,6.62,overcast clouds
255,Yar-Sale,RU,2022-05-17 13:11:33,66.8333,70.8333,36.03,98,100,11.05,overcast clouds
256,Acapulco,MX,2022-05-17 13:11:33,16.8634,-99.8901,73.22,73,20,0.0,few clouds
257,Manacapuru,BR,2022-05-17 13:11:34,-3.2997,-60.6206,76.95,94,100,6.91,overcast clouds
258,Ponta Delgada,PT,2022-05-17 13:11:34,37.7333,-25.6667,66.51,59,20,24.16,few clouds
259,Mackenzie,CA,2022-05-17 13:11:34,55.2999,-123.1698,31.1,82,6,3.15,clear sky
260,Ranong,TH,2022-05-17 13:11:35,9.9658,98.6348,78.82,91,100,10.27,overcast clouds
261,Laguna,US,2022-05-17 13:11:35,38.421,-121.4238,56.79,83,0,3.44,clear sky
262,Tari,NG,2022-05-17 13:11:35,12.4086,4.4914,104.34,15,97,6.02,overcast clouds
263,Ponta Do Sol,PT,2022-05-17 13:11:36,32.6667,-17.1,78.71,71,9,4.92,clear sky
264,Katherine,AU,2022-05-17 13:11:36,-14.4667,132.2667,80.92,47,6,6.91,clear sky
265,Derzhavinsk,KZ,2022-05-17 13:11:36,51.1,66.3167,66.04,43,89,11.1,overcast clouds
266,Sharan,RU,2022-05-17 13:11:37,54.8167,54.0,54.91,72,75,14.2,light rain
267,Itarema,BR,2022-05-17 13:08:09,-2.9248,-39.9167,83.75,73,82,13.18,broken clouds
268,Gayeri,BF,2022-05-17 13:11:37,12.6497,0.4931,105.03,16,100,2.04,overcast clouds
269,Lavrentiya,RU,2022-05-17 13:11:37,65.5833,-171.0,18.82,88,100,3.76,overcast clouds
270,Khatanga,RU,2022-05-17 13:11:38,71.9667,102.5,35.11,91,100,12.95,overcast clouds
271,Ribeira Grande,PT,2022-05-17 13:11:38,38.5167,-28.7,63.0,67,40,28.77,scattered clouds
272,Alofi,NU,2022-05-17 13:11:39,-19.0595,-169.9187,77.07,68,57,19.48,broken clouds
273,Gornopravdinsk,RU,2022-05-17 13:12:39,60.05,69.9,64.11,48,91,3.36,overcast clouds
274,Dingle,PH,2022-05-17 13:12:39,10.9995,122.6711,78.57,88,100,3.51,overcast clouds
275,Lazaro Cardenas,MX,2022-05-17 13:12:40,17.9583,-102.2,74.73,76,28,4.07,scattered clouds
276,Namibe,AO,2022-05-17 13:12:40,-15.1961,12.1522,78.69,57,1,10.16,clear sky
277,Zhezkazgan,KZ,2022-05-17 13:12:40,47.8043,67.7144,78.78,27,75,13.42,light rain
278,Cozumel,MX,2022-05-17 13:12:41,20.5083,-86.9458,78.94,79,40,10.36,scattered clouds
279,Troitsko-Pechorsk,RU,2022-05-17 13:12:41,62.7084,56.1964,45.21,69,99,9.66,overcast clouds
280,Biak,ID,2022-05-17 13:12:41,-0.9131,122.8766,78.48,85,93,1.59,overcast clouds
281,Namuac,PH,2022-05-17 13:12:42,18.6109,121.1657,77.07,92,100,7.83,overcast clouds
282,Glinka,RU,2022-05-17 13:12:42,54.6404,32.8781,52.05,53,100,11.14,overcast clouds
283,Nchelenge,ZM,2022-05-17 13:12:42,-9.3451,28.734,80.33,46,19,4.88,few clouds
284,Porto Novo,BJ,2022-05-17 13:12:43,6.4965,2.6036,89.47,60,98,8.86,overcast clouds
285,Yanam,IN,2022-05-17 13:12:43,16.7333,82.2167,85.42,78,100,6.38,overcast clouds
286,Vao,NC,2022-05-17 13:12:43,-22.6667,167.4833,74.46,77,42,15.3,scattered clouds
287,Lancaster,US,2022-05-17 13:08:59,40.2504,-76.2499,67.28,66,0,12.66,clear sky
288,Campana,AR,2022-05-17 13:12:44,-34.1687,-58.9591,52.93,79,100,16.78,overcast clouds
289,Havelock,US,2022-05-17 13:09:44,34.8791,-76.9013,73.4,75,0,8.05,clear sky
290,Flinders,AU,2022-05-17 13:12:44,-34.5833,150.8552,55.06,69,0,4.0,clear sky
291,Fortuna,US,2022-05-17 13:12:45,40.5982,-124.1573,51.66,88,100,10.36,overcast clouds
292,Guerrero Negro,MX,2022-05-17 13:12:45,27.9769,-114.0611,60.42,81,100,16.28,overcast clouds
293,Lakatoro,VU,2022-05-17 13:12:45,-16.0999,167.4164,78.39,85,88,11.83,overcast clouds
294,Iroquois,US,2022-05-17 13:12:46,40.7506,-87.8334,60.06,60,39,4.0,scattered clouds
295,Esperance,AU,2022-05-17 13:12:46,-33.8667,121.9,61.05,70,0,18.12,clear sky
296,Arlit,NE,2022-05-17 13:12:47,18.7369,7.3853,103.35,6,0,19.84,clear sky
297,Faya,SA,2022-05-17 13:12:47,18.3851,42.4509,82.92,8,3,13.31,clear sky
298,Russell,US,2022-05-17 13:12:48,32.3502,-85.1999,72.97,73,0,0.0,clear sky
299,Khani,GE,2022-05-17 13:12:48,41.9563,42.9566,65.77,63,95,6.26,overcast clouds
300,Sampit,ID,2022-05-17 13:12:49,-2.5333,112.95,74.3,99,98,1.43,overcast clouds
301,Kupang,ID,2022-05-17 13:12:49,-10.1667,123.5833,79.68,77,41,10.56,scattered clouds
302,Vagay,RU,2022-05-17 13:12:50,57.9375,69.0217,59.67,73,96,5.79,light rain
303,Lakes Entrance,AU,2022-05-17 13:12:50,-37.8811,147.981,44.17,66,14,10.07,few clouds
304,Taguatinga,BR,2022-05-17 13:12:51,-12.3857,-46.5711,88.03,40,93,2.3,overcast clouds
305,Natal,BR,2022-05-17 13:12:51,-5.795,-35.2094,84.85,84,75,10.36,broken clouds
306,Tomatlan,MX,2022-05-17 13:12:52,19.9333,-105.25,71.06,73,100,2.46,overcast clouds
307,Port Lincoln,AU,2022-05-17 13:12:52,-34.7333,135.8667,56.84,71,1,7.02,clear sky
308,Macae,BR,2022-05-17 13:12:53,-22.3708,-41.7869,74.34,74,11,2.68,few clouds
309,Tura,IN,2022-05-17 13:12:54,25.5198,90.2201,76.33,92,10,6.55,clear sky
310,Bacolod,PH,2022-05-17 13:12:54,10.6667,122.95,79.41,86,100,4.54,overcast clouds
311,Batemans Bay,AU,2022-05-17 13:10:39,-35.7167,150.1833,48.4,77,0,6.51,clear sky
312,Nova Olinda Do Norte,BR,2022-05-17 13:12:55,-3.8881,-59.0942,77.41,93,100,4.56,overcast clouds
313,Sangar,RU,2022-05-17 13:12:55,63.9242,127.4739,34.0,98,100,1.95,overcast clouds
314,Inirida,CO,2022-05-17 13:12:56,3.8653,-67.9239,78.24,89,100,2.55,overcast clouds
315,Acajutla,SV,2022-05-17 13:12:56,13.5928,-89.8275,81.57,72,100,4.59,overcast clouds
316,Pisco,PE,2022-05-17 13:13:57,-13.7,-76.2167,62.02,94,75,3.44,mist
317,Qaqortoq,GL,2022-05-17 13:13:57,60.7167,-46.0333,42.71,77,34,2.64,scattered clouds
318,Tutoia,BR,2022-05-17 13:13:57,-2.7619,-42.2744,84.9,66,17,9.82,few clouds
319,Yulara,AU,2022-05-17 13:13:58,-25.2406,130.9889,67.24,34,100,2.71,overcast clouds
320,Berlevag,NO,2022-05-17 13:13:58,70.8578,29.0864,37.2,93,100,14.97,overcast clouds
321,Katsuura,JP,2022-05-17 13:11:30,35.1333,140.3,60.67,83,100,3.38,light rain
322,Mitsamiouli,KM,2022-05-17 13:13:58,-11.3847,43.2844,81.16,66,11,3.78,light rain
323,San Pedro,PH,2022-05-17 13:13:59,14.35,121.0167,78.31,94,100,1.14,light rain
324,Adrar,MR,2022-05-17 13:13:59,20.5022,-10.0711,102.58,6,12,15.21,few clouds
325,Oktyabrskoye,RU,2022-05-17 13:13:59,43.0645,44.7417,66.34,45,40,6.71,scattered clouds
326,Torbay,CA,2022-05-17 13:14:00,47.6666,-52.7314,47.28,83,99,4.0,overcast clouds
327,Kasulu,TZ,2022-05-17 13:14:00,-4.5767,30.1025,72.21,72,100,5.79,light rain
328,Viedma,AR,2022-05-17 13:14:01,-40.8135,-62.9967,47.84,70,1,4.21,clear sky
329,Marystown,CA,2022-05-17 13:14:01,47.1666,-55.1483,46.85,100,100,7.0,overcast clouds
330,Irbil,IQ,2022-05-17 13:11:36,36.1926,44.0106,85.73,22,0,10.63,clear sky
331,Whitecourt,CA,2022-05-17 13:10:58,54.1502,-115.6855,40.59,79,100,8.1,overcast clouds
332,Tifton,US,2022-05-17 13:14:02,31.4505,-83.5085,75.16,64,0,5.75,clear sky
333,Saint-Francois,FR,2022-05-17 13:14:02,46.4154,3.9054,84.67,44,0,8.05,clear sky
334,Rajnagar,IN,2022-05-17 13:14:03,24.8833,79.9167,105.3,6,5,11.59,clear sky
335,Kununurra,AU,2022-05-17 13:09:47,-15.7667,128.7333,75.18,64,5,1.14,clear sky
336,Mbandaka,CD,2022-05-17 13:14:03,0.0487,18.2603,87.3,52,86,1.48,overcast clouds
337,Mahendranagar,NP,2022-05-17 13:14:04,28.9167,80.3333,93.74,25,67,9.22,broken clouds
338,Mancio Lima,BR,2022-05-17 13:14:04,-7.6142,-72.8958,67.86,99,100,6.06,light rain
339,Saravan,AM,2022-05-17 13:14:05,39.7196,45.6483,59.92,49,13,8.48,few clouds
340,Calvinia,ZA,2022-05-17 13:14:06,-31.4707,19.776,79.97,20,0,19.28,clear sky
341,Skibbereen,IE,2022-05-17 13:14:08,51.55,-9.2667,58.1,81,100,16.69,overcast clouds
342,Romny,UA,2022-05-17 13:14:08,50.751,33.4747,56.53,59,92,13.09,light rain
343,Shangzhi,CN,2022-05-17 13:14:09,45.2167,127.9667,47.75,93,59,4.16,broken clouds
344,Graaff-Reinet,ZA,2022-05-17 13:14:09,-32.2522,24.5308,80.92,25,0,11.03,clear sky
345,Saint Anthony,US,2022-05-17 13:14:10,45.0205,-93.218,56.97,61,0,10.36,clear sky
346,Zhigansk,RU,2022-05-17 13:14:10,66.7697,123.3711,25.36,91,100,4.14,overcast clouds
347,Thinadhoo,MV,2022-05-17 13:14:11,0.5333,72.9333,84.45,78,96,17.92,overcast clouds
348,Tilichiki,RU,2022-05-17 13:14:11,60.4667,166.1,31.95,100,100,0.6,snow
349,Vysokogornyy,RU,2022-05-17 13:14:12,50.1167,139.15,40.32,74,100,3.58,overcast clouds
350,Moyale,KE,2022-05-17 13:14:12,3.5167,39.0584,77.07,52,100,9.71,overcast clouds
351,Bambous Virieux,MU,2022-05-17 13:14:12,-20.3428,57.7575,75.45,73,75,16.11,light rain
352,Poya,NC,2022-05-17 13:14:13,-21.35,165.15,72.57,88,11,4.85,few clouds
353,Camapua,BR,2022-05-17 13:14:13,-19.5314,-54.0439,57.69,42,5,10.65,clear sky
354,Eregli,TR,2022-05-17 13:14:14,37.5133,34.0467,68.05,40,96,1.81,overcast clouds
355,Puerto Colombia,CO,2022-05-17 13:14:14,10.9878,-74.9547,84.29,80,100,5.41,overcast clouds
356,Keuruu,FI,2022-05-17 13:14:15,62.2667,24.7,46.58,82,100,9.22,overcast clouds
357,Mayo,US,2022-05-17 13:14:15,38.8876,-76.5119,71.71,63,0,12.66,clear sky
358,Solnechnyy,RU,2022-05-17 13:14:16,50.7214,136.6319,43.32,84,100,4.74,overcast clouds
359,Pucallpa,PE,2022-05-17 13:14:17,-8.3791,-74.5539,71.64,88,75,18.41,broken clouds
360,Sinnar,SD,2022-05-17 13:14:17,13.5691,33.5672,104.94,17,0,9.57,clear sky
361,Belmonte,BR,2022-05-17 13:14:18,-15.8631,-38.8828,82.17,69,0,6.62,clear sky
362,Beaupre,CA,2022-05-17 13:15:18,47.0443,-70.8953,53.98,94,100,4.61,overcast clouds
363,Kavieng,PG,2022-05-17 13:15:18,-2.5744,150.7967,82.33,76,48,7.61,scattered clouds
364,Kharan,PK,2022-05-17 13:15:19,28.5833,65.4167,102.18,3,0,6.69,clear sky
365,Macaubas,BR,2022-05-17 13:15:19,-13.0194,-42.6986,88.59,39,8,1.86,clear sky
366,Kabo,CF,2022-05-17 13:15:19,7.6994,18.629,93.24,40,100,0.94,light rain
367,Marsh Harbour,BS,2022-05-17 13:13:40,26.5412,-77.0636,76.77,80,0,3.15,clear sky
368,Kingman,US,2022-05-17 13:15:20,35.1894,-114.053,69.89,22,0,11.5,clear sky
369,Tolaga Bay,NZ,2022-05-17 13:15:20,-38.3667,178.3,65.82,78,100,13.38,overcast clouds
370,Coxim,BR,2022-05-17 13:15:20,-18.5067,-54.76,63.9,38,0,8.84,clear sky
371,Kloulklubed,PW,2022-05-17 13:15:21,7.0419,134.2556,79.3,75,5,18.97,clear sky
372,Travnik,BA,2022-05-17 13:13:01,44.2267,17.6706,64.78,84,99,2.57,heavy intensity rain
373,Vestmannaeyjar,IS,2022-05-17 13:15:21,63.4427,-20.2734,50.99,76,75,28.77,broken clouds
374,Egvekinot,RU,2022-05-17 13:15:21,66.3167,-179.1667,24.87,98,100,5.08,overcast clouds
375,Panalingaan,PH,2022-05-17 13:15:22,8.7842,117.4231,77.52,88,100,4.36,overcast clouds
376,Iberia,US,2022-05-17 13:11:47,29.9502,-91.7507,80.06,89,20,3.44,few clouds
377,Envira,BR,2022-05-17 13:11:20,-7.3,-70.2167,67.8,99,100,5.79,overcast clouds
378,Narsaq,GL,2022-05-17 13:15:22,60.9167,-46.05,53.82,70,31,0.6,scattered clouds
379,Meulaboh,ID,2022-05-17 13:15:23,4.1363,96.1285,80.85,80,48,2.89,scattered clouds
380,Nome,US,2022-05-17 13:15:23,64.5011,-165.4064,28.47,70,0,3.44,clear sky
381,Male,MV,2022-05-17 13:15:23,4.1748,73.5089,82.89,80,100,24.27,moderate rain
382,Semporna,MY,2022-05-17 13:15:24,4.4818,118.6112,79.83,83,100,1.79,light rain
383,Ginda,IN,2022-05-17 13:15:24,30.6945,78.4932,63.7,70,99,8.16,overcast clouds
384,Lagoa,PT,2022-05-17 13:15:24,39.05,-27.9833,57.2,74,100,30.91,light rain
385,Baykit,RU,2022-05-17 13:15:25,61.67,96.37,58.15,78,100,4.0,overcast clouds
386,Coro,VE,2022-05-17 13:15:25,11.4045,-69.6734,83.1,71,95,15.84,overcast clouds
387,Camopi,GF,2022-05-17 13:15:25,3.1655,-52.3158,79.79,90,100,2.8,overcast clouds
388,Saint-Augustin,CA,2022-05-17 13:15:26,51.226,-58.6502,35.8,91,100,18.05,overcast clouds
389,Boa Vista,BR,2022-05-17 13:15:26,2.8197,-60.6733,80.58,83,75,6.91,light rain
390,Taltal,CL,2022-05-17 13:15:26,-25.4,-70.4833,62.56,63,53,2.66,broken clouds
391,Kenai,US,2022-05-17 13:15:27,60.5544,-151.2583,44.65,73,100,3.44,overcast clouds
392,Funtua,NG,2022-05-17 13:15:27,11.5233,7.3081,99.0,9,100,10.31,overcast clouds
393,Scunthorpe,GB,2022-05-17 13:15:27,53.579,-0.6544,73.67,64,100,5.99,overcast clouds
394,Padang,ID,2022-05-17 13:15:28,-0.9492,100.3543,79.79,84,100,2.13,overcast clouds
395,Lucea,JM,2022-05-17 13:15:28,18.451,-78.1736,82.85,73,79,2.57,broken clouds
396,Punto Fijo,VE,2022-05-17 13:15:29,11.6956,-70.1996,81.63,76,83,27.31,broken clouds
397,Baiyin,CN,2022-05-17 13:15:29,36.5583,104.2081,67.91,25,100,14.41,overcast clouds
398,Praia Da Vitoria,PT,2022-05-17 13:15:29,38.7333,-27.0667,62.85,77,40,24.27,light intensity shower rain
399,Mawlaik,MM,2022-05-17 13:15:30,23.6333,94.4167,80.91,81,49,1.52,scattered clouds
400,Bandarbeyla,SO,2022-05-17 13:15:30,9.4942,50.8122,89.55,55,14,28.39,few clouds
401,Chute-Aux-Outardes,CA,2022-05-17 13:15:30,49.1168,-68.399,44.58,93,100,13.8,overcast clouds
402,Kang,BW,2022-05-17 13:11:23,-23.6752,22.7876,72.99,29,4,9.57,clear sky
403,Fort Nelson,CA,2022-05-17 13:10:55,58.8053,-122.7002,38.79,100,75,4.61,broken clouds
404,Raga,SS,2022-05-17 13:15:31,8.4596,25.678,95.0,33,100,4.61,overcast clouds
405,Pitimbu,BR,2022-05-17 13:15:31,-7.4706,-34.8086,84.79,78,38,12.86,scattered clouds
406,Vila Franca Do Campo,PT,2022-05-17 13:15:31,37.7167,-25.4333,66.2,67,87,18.68,light rain
407,Port-Gentil,GA,2022-05-17 13:15:32,-0.7193,8.7815,80.44,77,100,6.35,light rain
408,Lovozero,RU,2022-05-17 13:15:32,68.005,35.0117,38.37,62,100,14.32,overcast clouds
409,Aljezur,PT,2022-05-17 13:15:32,37.3191,-8.8033,75.74,54,52,9.69,broken clouds
410,Harper,LR,2022-05-17 13:16:33,4.375,-7.7169,83.05,76,100,7.67,light rain
411,Tawau,MY,2022-05-17 13:16:38,4.2498,117.8871,77.13,80,100,1.34,overcast clouds
412,Roald,NO,2022-05-17 13:16:38,62.5833,6.1333,67.12,39,0,4.61,clear sky
413,Havelian,PK,2022-05-17 13:16:39,34.0536,73.1657,94.17,14,10,13.94,clear sky
414,Koumac,NC,2022-05-17 13:16:39,-20.5667,164.2833,74.8,82,60,4.65,broken clouds
415,Leopold,AU,2022-05-17 13:16:39,-38.1833,144.4667,53.65,76,100,12.66,overcast clouds
416,Woodward,US,2022-05-17 13:16:40,36.4337,-99.3904,74.43,68,40,9.22,scattered clouds
417,Barabai,ID,2022-05-17 13:16:40,-2.5833,115.3833,75.33,98,100,0.92,overcast clouds
418,Kaili,ID,2022-05-17 13:16:40,-3.4626,120.2147,67.48,96,100,4.18,overcast clouds
419,Prince Rupert,CA,2022-05-17 13:16:41,54.3161,-130.3201,44.29,85,100,24.16,light rain
420,Vila,PT,2022-05-17 13:16:41,42.0304,-8.1588,54.48,97,100,6.4,overcast clouds
421,Nuevo Progreso,MX,2022-05-17 13:16:41,23.1667,-97.95,77.54,86,42,8.75,scattered clouds
422,Linxia,CN,2022-05-17 13:16:42,35.6003,103.2064,59.23,51,100,11.27,overcast clouds
423,Eyl,SO,2022-05-17 13:16:42,7.9803,49.8164,91.42,50,57,26.66,broken clouds
424,Ayagoz,KZ,2022-05-17 13:16:43,47.9714,80.4392,75.11,35,16,2.39,few clouds
425,Akdepe,TM,2022-05-17 13:16:43,42.0551,59.3788,84.29,29,63,13.73,broken clouds
426,Porto Walter,BR,2022-05-17 13:16:44,-8.2686,-72.7439,66.88,99,100,4.25,overcast clouds
427,Ritchie,ZA,2022-05-17 13:16:44,-29.038,24.6028,74.41,30,0,5.26,clear sky
428,Kashin,RU,2022-05-17 13:16:44,57.3592,37.6081,56.93,56,33,15.77,scattered clouds
429,Alice Springs,AU,2022-05-17 13:12:04,-23.7,133.8833,63.95,39,96,5.75,overcast clouds
430,Magistralnyy,RU,2022-05-17 13:16:45,56.1725,107.4458,53.82,84,96,5.68,overcast clouds
431,Korhogo,CI,2022-05-17 13:16:45,9.45,-5.6333,101.86,26,34,4.92,scattered clouds
432,Byron Bay,AU,2022-05-17 13:13:15,-28.65,153.6167,65.71,87,100,5.28,overcast clouds
433,Rodez,FR,2022-05-17 13:16:45,44.5,2.5833,84.51,36,0,6.91,clear sky
434,Oriximina,BR,2022-05-17 13:16:46,-1.7656,-55.8661,79.63,88,99,3.8,overcast clouds
435,Simao,CN,2022-05-17 13:13:23,22.7886,100.9748,64.74,96,98,3.0,overcast clouds
436,Bilma,NE,2022-05-17 13:16:46,18.6853,12.9164,100.36,9,0,4.54,clear sky
437,Lima,PE,2022-05-17 13:15:24,-12.0432,-77.0282,59.25,94,75,4.61,mist
438,Surt,LY,2022-05-17 13:16:47,31.2089,16.5887,74.28,58,1,13.49,clear sky
439,Los Llanos De Aridane,ES,2022-05-17 13:12:07,28.6585,-17.9182,71.35,85,75,6.91,broken clouds
440,High Level,CA,2022-05-17 13:16:47,58.5169,-117.136,46.51,93,75,5.75,broken clouds
441,Shenkursk,RU,2022-05-17 13:16:47,62.1091,42.896,50.99,43,60,11.54,broken clouds
442,Salalah,OM,2022-05-17 13:11:54,17.0151,54.0924,89.69,66,10,12.66,clear sky
443,Amapa,BR,2022-05-17 13:16:48,1.0,-52.0,80.69,82,97,2.37,overcast clouds
444,Saint-Denis,FR,2022-05-17 13:16:48,48.9167,2.3333,84.24,41,0,5.75,clear sky
445,Cockburn Town,TC,2022-05-17 13:16:48,21.4612,-71.1419,79.41,87,66,18.52,broken clouds
446,Hay River,CA,2022-05-17 13:12:22,60.8156,-115.7999,42.6,67,97,11.12,overcast clouds
447,Thunder Bay,CA,2022-05-17 13:11:52,48.4001,-89.3168,44.98,61,29,4.74,scattered clouds
448,Inuvik,CA,2022-05-17 13:16:49,68.3499,-133.7218,29.16,93,100,8.05,light snow
449,Valverde Del Camino,ES,2022-05-17 13:16:49,37.5751,-6.7543,81.03,24,22,6.46,few clouds
450,Safford,US,2022-05-17 13:16:49,32.834,-109.7076,65.32,15,0,4.61,clear sky
451,Pacifica,US,2022-05-17 13:16:41,37.6138,-122.4869,52.93,91,20,16.11,mist
452,Codrington,AU,2022-05-17 13:16:50,-38.2667,141.9667,53.82,80,99,18.61,light rain
453,That Phanom,TH,2022-05-17 13:16:50,16.9364,104.7104,75.74,74,100,9.06,overcast clouds
454,Odienne,CI,2022-05-17 13:16:50,9.51,-7.5692,100.27,27,100,5.7,overcast clouds
455,Aguimes,ES,2022-05-17 13:16:51,27.9054,-15.4461,73.65,60,20,27.63,few clouds
456,Camacha,PT,2022-05-17 13:16:51,33.0833,-16.3333,67.42,78,20,9.22,few clouds
457,Tabas,IR,2022-05-17 13:17:52,33.5959,56.9244,97.18,5,100,15.9,overcast clouds
458,Saint-Louis,SN,2022-05-17 13:17:52,16.3333,-15.0,111.56,5,93,19.01,overcast clouds
459,Jizan,SA,2022-05-17 13:17:52,17.3333,42.6667,92.34,30,1,13.65,clear sky
460,Boda,CF,2022-05-17 13:17:53,4.3189,17.4695,91.83,44,35,1.39,scattered clouds
